Landgrabbed;Landgrabber;Base;Sector;Hectares;Production;Projected investment;Status of deal;Summary
Laos;ZTE;China;Telecommunications;50000.0;Cassava;Missing;Done;ZTECorporationisChina'slargesttelecommunicationscompany,withoperationsinmorethan140countries.In2007,itestablishedZTEEnergytoinvestinbiofuelsandfoodproductioninChinaandoverseas.InOctober2010,AsianSentinelreportedthatZTEhadreachedanagreementwithLaotianauthoritiesfor50,000hatoproducecassava,andthatitwaslookingforupto100,000haacrossfoursouthernprovinces.
Laos;Kuwait;Kuwait;Government;200000.0;Rice;Missing;Inprocess;TheGovernmentofLaosandKuwaitsignedanagreementtoinvestigatethepotentialfortheproductionofriceforexporttoKuwait.Laoshasallocated200,000haoflandtowardstheproject,andKuwaithasallocatedUS$350,000towardsaninitialstudythatwillexaminethefeasibilityofexpandingtheNabongKhoksaPumpingIrrigationProjectinXaythanydistrict,Vientianetoirrigate4,000ha.LaoshasinvitedtheThaigovernmenttoparticipateintheproject.
Laos;Mongolia;Mongolia;Government;10000.0;Riceandothercrops;Missing;Inprocess;InMarch2010,LaosandMongoliasignedanagreementforcooperationinagriculture,underwhichLaosagreedtoconsiderMongolia'srequestfor20,000haonwhichtoproducericeandothercrops,andupto20haforthepurposeofestablishinga“MongolianAgricultureCooperationCentre”intheSpecialEconomicZoneinSavannakhetProvince.
Laos;KhonKaenSugarIndustry;Thailand;Agribusiness;10000.0;Sugarcane;Missing;Done;"ThaisugargiantKhonKaenSugarIndustry(KSL)operatesasugarmillinLaosandisdevelopingasugar-caneplantationon10,000hainSawannakhet,whereithasa30-yearconcession.ThesugarwillmainlybeexportedtoEuropetotakeadvantageoftheprivilegedtradeaccessthatLaoshastotheEUundertheEU's""Everythingbutarms""programme."
Laos;MitrPholGroup;Thailand;Agribusiness;10000.0;Sugarcane;Missing;Done;Thailand'sMitrPholisAsia’slargestsugarproducerandamongthesixbiggestintheworld.In2009,thecompanybeganexportingsugartotheEUfromits6,400-hasugar-caneplantationinLaos,takingadvantageofthecountry'spreferentialtradeaccesstoEurope.Thatsameyearitacquireda40-yearleasefora10,000-haconcessioninLaostoexpanditssugar-caneproduction,andthecompanyannouncedthatitwasconductingafeasibilitystudyonanother10,000ha.
Laos;RTLWorldTradeCompany;Thailand;Missing;50000.0;Cassavaandoilpalm;Missing;Done;InSeptember2011,theGovernmentofLaoPDRsignedanMoUwithRTLWorldTradeCompanyofThailandtosurveylandandconductafeasibilitystudyforcassavaandoil-palmplantationsinVientianeprovince.RTLWorldTradesaiditwaslookingfor50,000ha.
Liberia;SIFCA;Côted'Ivoire;Agribusiness;8800.0;Oilpalm;US$64million;Done;InMarch2011,theGovernmentofLiberiaandSIFCAsignedanagreementinvolvingtherehabilitationofan8,800-haoil-palmplantation,currentlyoccupiedbylocalfarmers,anda6,000-haoutgrowerscheme.SIFCAwasgivena25-yearleaseonthelands.InJanuary2012,SIFCAsignedasubsequentagreementwiththegovernmenttoexpanditsrubberplantationsfrom8,000hato35,000hainMarylandandRiverGeecounties.SIFCAispartlyownedbyWilmarandOlamofSingapore.
Liberia;LibyanAfricanInvestmentPortfolio;Libya;Government;15000.0;Rice;US$30million;Done;InDecember2007,LibyanAfricanInvestmentPortfolio,ownedbyLibya'ssovereignwealthfund,investedUS$30millioninariceprojectinLiberiamanagedinpartnershipwiththeGovernmentofLiberiaandalocalNGOcreatedtoimplementtheproject,FoundationforAfricanDevelopmentAid(ADA).ADAwasgranteda20-yearconcessionon15,000haoflandwhereitintendedtogrowhybridricevarieitesfromChina.InMay2010,Liberia'sPresidentSirleafannouncedthattheprojecthadcollapsed,owingtotheoverthrowoftheKadhafiregime,andthathergovernmentwasintheprocessofidentifyinganewinvestortoreplaceADA.
Liberia;SimeDarby;Malaysia;Agribusiness;220000.0;Oilpalm;US$3.1billion;Done;Malaysia'sSimeDarbyistheworld'slargestagribusinesscompanyandpalm-oilproducer.In2009,thecompanywasgranteda63-yearleasefora220,000-haconcessionforpalm-oilproductionspanningthecountiesofGrandCapeMount,Bomi,BongandGbarpolu.AccordingtotheNGOGreenAdvocates,afterlocalresidentsfiledanappealtotheRoundtableonSustainablePalmOil,SimeDarbyfrozeitsoperationsandbeganmeetingdirectlywiththevillagers.ButLiberia'sPresidentSirleafsteppedinandendedthediscussions,tellingthecommunitiesthatattemptstodefendtheirlandrights“undermined”theLiberiangovernment.
Liberia;GoldenAgriResources;Singapore;Agribusiness;220000.0;Oilpalm;US$1.6billion;Done;PartnershipbetweenGoldenAgriResources(GAR)(throughGoldenVeroleum,asubsidiaryoftheNewYork-basedVerdantFundLP)andtheGovernmentofLiberiaannouncedinAugust2010.TheconcessionislocatedinSinoeCounty.GARistheworld'ssecond-largestpalm-oilplantationcompany,withatotalplantedareaof448,900hainIndonesia.FlamengoInternational,theholdingfortheWidjajaFamilyofIndonesia,owns50%ofGAR.
Liberia;DominionFarms;US;Agribusiness;17000.0;Riceandothercrops;Missing;Done;DominionFarmsisownedbyCalvinBurgess,awealthyAmericanwhomadehisfortuneinconstructionandrealestate.BurgesssetupthecompanytodevelopricefarmsinAfrica.Itestablisheditsfirstfarmona7,000-hapieceoflandintheYalaSwampareainKenyathatitobtainedona25-yearlease.In2009,CalvinBurgessannouncedthathehasfoundinvestorstoreplicatehisKenyanfarmmodelinLiberia.
Liberia;EquatorialPalmOil;UK;Agribusiness;169000.0;Oilpalm;US$100million;Done;EPOhasthreeconcessionsbetweenBuchananandGreenville,totalling169,000ha.InFebruary2011,thecompany'sLiberianpalm-oilplantationsandassetswereincorporatedintoa50-50jointventurewithBiopalmEnergy,aSingaporeancompanycontrolledbyIndianbillionaireC.Sivasankaran,whichhasrecentlyacquiredotherlarge-scalepalm-oilconcessionsinCameroonandSierraLeone.
Lithuania;Germanagrar;Germany;Realestate;1100.0;CattleandcropsSpeculation;Missing;Done;GermanagrarisaGermancompanybasedinHamburgthatmanagesover€500millioninfarmlandinvestmentsinEasternEuropeonbehalfofitsclients.Thecompanytypicallyidentifiespropertiesforitsclients,arrangestheacquisitionandoftenmanagesthefarms.Afulllistofitsholdingsisnotavailable.
Lithuania;KTGAgrarAG;Germany;Agribusiness;7000.0;Crops;Missing;Done;GermanfarmmanagerKTGAgrarowns27,000haoffarmlandinGermanyandsupervisestwofarmsinRomaniacovering7,000hanearthecityofJasi.InLithuaniaitcontrols7,000haoffarmland.
Lithuania;AgriculturalCapitalPartners;Ireland;Finance;582.0;Crops;Missing;Done;AgriculturalCapitalPartnerswasfoundedbyfiveIrishentrepreneurstoacquirefarmsoverseasandthensellthemataprofitafter5-7years.ThefundmanagesfarmsinSerbia,Lithuania,AustraliaandtheUSA.
Madagascar;COMPLANT;China;Agribusiness,construction;10000.0;Sugarcane;Missing;Done;TheChinaNationalCompleteImportandExportCorporationGroup(COMPLANT)functionedasaforeign-aidofficeforChinauntil1993,andwhileitnowtradesontheShenzhenStockExchange,itscontrollingshareholderistheStateDevelopment&InvestmentCorporation,thelargeststate-ownedinvestmentholdingcompanyinChina.Thecompanyisinvolvedinanumberofconstructionandinfrastructureprojectsoverseas,andseveralagriculturalprojects.In2010,COMPLANT'ssubsidiaryHuaLienInternationalannouncedplanstoestablishajointventurewithCOMPLANTandtheUS$5-billionChina-AfricaDevelopmentFundtosetupethanolprojectsinvariousAfricancountries.ThethreecompaniesplantolaunchtheventureinBeninandrollouttoothercountriesinthecomingyears.TheventurewilldrawonCOMPLANT'snumerousrecentinvestmentsinsugar-caneandcassavaproduction,includingan18,000-hasugar-caneplantationinJamaica,aproposed4,800-hasugar-caneandcassavaventureinBenin,a1,320-hasugar-caneplantationandfactoryinSierraLeone,wherein2006italsoannouncedplanstoexpanditsholdingsto8,100hatobeginproductionofcassava.InMadagascarCOMPLANThasbeenrunningtheSUCOMAsugarfactorysince1997and,in2008,underatwenty-yearmanagementcontract,ittookoverthestate-ownedsugarrefinerySUCOCOMA,givingitcontrolover10,000haforsugar-caneproduction.
Madagascar;Landmark;India;Agribusiness;150000.0;Maize;Missing;Done;In2006,theIndiancompanyLandMarksignedaprotocolwithalocalchiefintheIhorombePlateauinthesouth-centreofMadagascarfora25-yearleasecovering5,000-150,000ha.Thecompanyhasestablisheda1,000-hamaizeoperationonthelands,withplanstoexpandthefarmto5,000ha.InOctober2010,IfocapAdourreportedthatthecompanyhadbuiltamaize-storagefacilitywitha5,000-tonnecapacitynexttothefarm,butitwaslyingemptyafterthefirstharvesthadfailed.Someoftheaffectedcommunitiesarereportedtonothavebeenconsultedabouttheproject.
Madagascar;LesCulturesduCapEst;India;Agribusiness;9100.0;Oilpalm;Missing;Done;In2010,GTZreportedthatLesCulturesduCapEst,acompanycontrolledbyIndianinvestors,hadacquired9,100hainMadagacarforpalmoilproduction.
Madagascar;Madabeef;UK;Agribusiness;200000.0;Beefcattle;Missing;Done;In2011,theInternationalLandCoalitionreportedthatMadabeef,acompanyownedbyUKinvestors,hadacquired200,000hainMadagascarforcattleproduction.
Malawi;Djibouti;Djibouti;Government;55000.0;Foodcrops;Missing;Inprocess;InJanuary2009,theGovernmentofDjiboutiannouncedthatitsstate-ownedcompany,theSociétéDjiboutiennedeSécuritéAlimentaire,whichitcreatedthatyeartoenhanceDjibouti'sfoodsecuritythroughtheoutsourcingoffoodproductioninothercountries,hadbeenallocated4,200habytheGovernmentofSudanand5,000habyEthiopiafortheproductionofwheat.TheEthiopianprojectwillbefinancedbytheAfricanDevelopmentBank,whiletheprojectinSudanwillbefinancedbytheIslamicDevelopmentBank.Malawi'sPresidentBinguWaMutharikaalsopromisedthePresidentofDjibouti,IsmailOmarGuelleh,55,000haoffarmlandduringhisvisittoMalawiinApril2009.
Malawi;Lonrho;UK;Agribusiness;25000.0;Rice;Missing;Inprocess;In2005,allthatremainedofLonrho,onceoneofthelargestforeigncompaniesinAfrica,wasahotelinMozambiqueand£20millionincash.ThenDavidLenigasbecamethenewCEOand,withthesupportofthechairmanGeoffreyWhite,anadvisertoQatariemirSheikhKhalifaAlThani,LonhrolaunchedanewwaveofinvestmentsinAfrica.Thecompanytookoverhotels,airlinesandinfrastructure,butitsfocusisagribusiness.ItnowexportsfishfromMozambiqueandrunsaverticallyintegratedsubsidiarythatgrowsproduceonfarmsinsouthernAfricaforexporttoEuropeansupermarkets.Lonrhohasrecentlybeenexpandingitsagriculturallandholdings.In2009,itacquireda25,000-haleaseforfarmlandsinAngola,andcommencedfeasibilitystudiesfor25,000haofagriculturallandinMalawiandupto100,000hainMali.Whitesaysthatthecompanywillfocusonhorticulture.“Wedon’tthinkthere’sriskinnon-cerealfarming.Ifthere’safamine,peoplewon’tcomeafterourgreenpeppers.”
Mali;SeedRockAfricaAgriculture;Canada;Finance;40000.0;"Maize,rice,sorghum,soybeans,sunflowers;produce&sellhybridseeds";Missing;Inprocess;SeedRockAfricaAgricultureisasubsidiaryoftheSeedRockCorporation,andisregisteredintheBritishVirginIslands.ItsAdvisoryCouncilincludesseveralformerAfricanheadsofstatesandministers.SeedRockintendstoacquire40,000haintheOfficeduNiger.TheOaklandInstitutereportsthatitisseekinga40,000-haleaseinMali'SOfficeduNiger.
Mali;ChinaLightIndustrialCorporationforForeignEconomicandTechnicalCooperation;China;Industrial;20000.0;Sugarcane;US$41million;Done;In1996,theMaliangovernmentandtheChinaLightIndustrialCorporationforForeignEconomicandTechnicalCooperation(CLETC)enteredintoajointventuretoestablishtheMaliSugarConglomerate,withCLETCholding60%ofthecompanyandthegovernmentholding40%.TheConglomeratetookcontroloftwosugarfactoriesthathadbeenbuiltwithChineseassistanceinthe1960sand1970sandsugar-caneplantationson5,700ha.In2009,theMaliangovernmentsignedadealwithCLETCtoestablishanewsugarproject,inwhichCLETCwasgivena50-yearrenewableleaseon20,000haoflandsintheOfficeduNigerforirrigatedsugar-caneproduction.
Mali;Agro-énergieDéveloppement;France;Agribusiness;2605.0;Sunflower;Missing;Inprocess;Agro-énergieDéveloppement(AgroEd)isacompanysetuptoinvestinverticallyintegratedbiofuelsandfoodproductionindevelopingcountries.Itis51%ownedbyFrance'sLMBOFinances,withFrance'sformerMinisterofDefenceCharlesMillionasadirector(althoughLMBOlaunchedalegalsuitagainstMillionin2010formismanagingfundsforthebenefitofothercompanieshewasinvolvedin).Thecompany'sacquisitionsoffarmlandinWestAfricaaresaidtobemainlyforjatropha,suchasitsNovember2007dealwithBurkinaFasofor200,000haanditsdealwithMailfor30,000haintheOfficeduNiger.However,thecompanyhasacquired1,700haforsunflowerinBurkinaFasoanddoesintendtoinvestfurtherinfood-cropandcottonproduction,notmerelybiofuels.
Mali;CommunityofSahel-SaharanStates(CEN-SAD);Libya;Government;100000.0;Missing;Missing;Inprocess;In2010,atameetingoftheCEN-SAD,theGovernmentofMalireiteratedthatithadallocated100,000haoflandintheOfficeduNigerforcompaniesbasedinthecountriesthatarefellowCEN-SADmembers.
Mali;LibyaAfricanInvestmentPortfolio;Libya;Government;100000.0;Livestock,rice,vegetables;Missing;Done;"InMay2008,theGovernmentofMaliandtheKadhafiGovernmentofLibyasignedaninvestmentagreementgivingMalibya,asubsidiaryoftheLibyansovereignwealthfund'sLibyanAfricanInvestmentPortfolio,a50-yearrenewableleasecovering100,000haintheOfficeduNiger.ThelandwasgivenforfreeonconditionthatMalibyadevelopthelandsforirrigatedagriculturalproduction.Malibyawasalsogivenunlimitedaccesstowaterforasmalluserfee.By2009,Malibyahadcompleteda40-kmirrigationcanalandhadannouncedplansfortheproductionofhybridrice,buttheprojectwassuspendedwhentheKadhafiregimecollapsedin2011.InJanuary2012,representativesofLibya'snewgovernment,theNationalTransitionalCouncil,statedthattheywouldmaintain""good""investmentsinMaliandpursueagriculturalprojectsinAfrica,referringonlytoSudanandcountries""closetoLibya""."
Mali;ForasInternationalInvestmentCo;SaudiArabia;Finance;100000.0;Rice;Missing;Inprocess;Forashascompletedapilotstudyon5,000haithasunderalong-termleaseintheOfficeduNiger,andnowintendstoexpandto50,000-100,000ha,aspartofalargerprojecttocultivatericeon700,000hainvariousAfricancountries.ForasactsastheinvestmentarmoftheOrganizationoftheIslamicConference.ItsmainshareholdersandfoundersaretheIslamicDevelopmentBankandseveralconglomeratesfromtheGulfregion,includingSheikhSalehKamelandhisDallahAlBarakahGroup,theSaudiBinLadenGroup,theNationalInvestmentCompanyofKuwaitandNasserKharafi,theworld's48th-richestpersonandowneroftheAmericanaGroup.
Mali;AssociatedBritishFoods;UK;Agribusiness;17000.0;Sugarcane;Missing;Done;"In1999,USAIDcontractedtheUScompanySchafferandAssociatestoundertakeafeasibilitystudyforasugarrefineryinMali'sOfficeduNiger.SchaffersubsequentlyformedtheSociétéSucrièredeMarkala(Sosumar),withAfricansugargiantIllovo,asubsidiaryofAssociatedBritishFoods,cominginasamajorityowner.In2007,Schaffer,IllovoandtheGovernmentofMalisignedacontractallocatingSosumara50-yearleaseon17,000haoflandsforsugar-caneplantations.Illovosaysthattheproject'simplementation""remainsdependentupontheGovernmentofMalifulfillingcertainundertakings"",whileaUSEmbassycablereleasedbyWikileaksindicatesthatthedelayisduetocompetingclaimstothelandbyanothersugarrefineryinthearea,ownedbyChinaLightIndustrialCorporationforForeignEconomicandTechnicalCooperation."
Mali;FarmLandsofGuinea,Inc;UK;Agribusiness;10000.0;Maize,rice,soybeans,wheat;Missing;Inprocess;FarmLandsofGuinea(FLG)isacompanybasedinGibraltarandregisteredintheBritishVirginIslands.On16September2010,withamilitaryjuntaincontroloftheGovernmentofGuinea,FLGsignedagreementswithGuinea'sMinistryofAgriculturegivingit99-yearleaserightstoover100,000haofagriculturallandswhereitintendstogrowmaizeandsoybeans.Latein2011,FLGreportedthatitsrepresentativeshadbeeninSierraLeoneandTheGambiaprospectingforlands.And,inNovember2011,afterameetingwiththeMinisterofAgricultureandtheDirectorGeneralofMali'sOfficeduNigerinNovember2011,FLGmadeaproposalfor10,000haintheOfficeduNiger.
Mali;Lonrho;UK;Agribusiness;20000.0;Sugarcane;Missing;Done;In2005,allthatremainedofLonrho,onceoneofthelargestforeigncompaniesinAfrica,wasahotelinMozambiqueand£20millionincash.ThenDavidLenigasbecamethenewCEOand,withthesupportofthechairmanGeoffreyWhite,anadvisertoQatariemirSheikhKhalifaAlThani,LonhrolaunchedanewwaveofinvestmentsinAfrica.Thecompanytookoverhotels,airlinesandinfrastructure,butitsfocusisagribusiness.ItnowexportsfishfromMozambiqueandrunsaverticallyintegratedsubsidiarythatgrowsproduceonfarmsinsouthernAfricaforexporttoEuropeansupermarkets.Lonrhohasrecentlybeenexpandingitsagriculturallandholdings.In2009,itacquireda25,000-haleaseforfarmlandsinAngola,andcommencedfeasibilitystudiesfor25,000haofagriculturallandinMalawiandupto100,000hainMali,wherethecompanyhasaleaseon20,000ha.Whitesaysthatthecompanywillfocusonhorticulture.“Wedon’tthinkthere’sriskinnon-cerealfarming.Ifthere’safamine,peoplewon’tcomeafterourgreenpeppers.”
Mali;MillenniumChallengeCorporation;US;Government;22441.0;Cereals,rice;Missing;Done;TheMillenniumChallengeCorporation(MCC)isaUSgovernmentprogrammethatprovidesoverseasassistancetocountriesthatmeetspecificcriteria.InMali,theMCCispursuingandfinancingaprojectonover20,000haintheOfficeduNigertoconvertlandmainlyusedforpastoralismtoirrigatedintensivefarmland.
Mali;SouthernGlobalInc.;US;Agribusiness;30000.0;Rice;Missing;Done;"SouthernGlobalInc.,incorporatedinAlbertville,Alabama,US,intendstoproducericeintheOfficeduNigeraspartofPresidentAmadouToumaniToure's""InitiativeRiz""."
Mali;UEMOA;WestAfrica;Government;11288.0;Fruit,rice,vegetables;Missing;Done;TheprojectislocatedinKandiourouandTourabadistrictsoftheOfficeduNiger.TheWestAfricanEconomicandMonetaryUnion(WAEMU)willbringirrigationtothelands,andprivateinvestorswillthenbeinvolvedintheproductionofrice.
Mauritania;AlRajhiInternationalInvestmentCompany;SaudiArabia;Agribusiness,finance;50000.0;Missing;Missing;Inprocess;InJuly2010,theGovernmentofMauritaniaissuedtwopublicnoticesinformingcommunitiesinBoghéandDarElBakrathatitwasprovidingSaudiArabia'sAlRajhiGroupwith50,000haoftheirlands.Al-RajhioisalsopursuingaUS$1-billionaquacultureprojectinMauritaniawiththeSaudi-basedNationalPrawnCompany.TheAlRajhifamilyisconsideredtobethewealthiestnon-royalsinSaudiArabia.ItownstheTabukAgriculturalDevelopmentCo(TADCO),oneofthelargestagribusinesscompaniesinthecountry,andsince2008ithastakentheleadwithintheprivatesectorinsecuringfarmlandoverseasfortheKingAbdullahInitiativeforSaudiAgriculturalInvestmentAbroad.In2009,theAlRajhiGroupbroughttogetherseveralothermajorSaudiagribusinesscompanies,includingAlmaraiandtheAljoufAgriculturalDevelopmentCo,toformJenat,ajointventurecompanytoacquire150,000-200,000haoffarmlandoverseas,aswellastheFarEastAgriculturalCo.,whichisfocusingontheacquisitionoflandsforriceproductioninAsia.
Mauritania;ForasInternationalInvestmentCo;SaudiArabia;Finance;2000.0;Rice;Missing;Done;Foras'acquiredthelandinMauritaniatoconductitsinitialstudiesofriceproduction,aspartofalargerprojecttocultivatericeon700,000hainvariousAfricancountries.ForasactsastheinvestmentarmoftheOrganizationoftheIslamicConference.ItsmainshareholdersandfoundersaretheIslamicDevelopmentBankandseveralconglomeratesfromtheGulfregion,includingSheikhSalehKamelandhisDallahAlBarakahGroup,theSaudiBinLadenGroup,theNationalInvestmentCompanyofKuwaitandNasserKharafi,theworld's48th-richestpersonandowneroftheAmericanaGroup.
Mauritius;IntrasiaCapital;Singapore;Finance;2500.0;Rice;Missing;Done;VitaGrainisaSingaporeancompanyownedbyportfolioinvestorIntrasiaCapitalthathasbeeninvestinginhybridricedevelopmentandproductioninAsia,AfricaandAustralia.Thecompany'sAfricaninvestmentsinMauritius,MozambiqueandTanzaniaareundertakenthroughaMauritianholdingcompany.InMauritius,thecompany,bywayofasubsidiaryinwhichtheMauritiangovernmentholdsaminoritystake,isdevelopinga2,500-haricefarmthatitsayswillbecapableofsupplying25%ofthedomesticricemarketTheGovernmentofMauritiusisalsosub-leasing10,000haoflandsthatitleasesinMozambiquetoVitaGrainforriceproduction,someofwhichwillalsobeintendedfortheMauritianmarket.
